# DCT3 broker / MDI trace-event names — NHM-5 (3310 family)
#
# Maps a 16-bit DCT3 trace event-id (the value the firmware hands BROKER_ROUTER /
# BROKER_DELIVER) to its functional name, e.g.  1802  MDI:m2d/CHANNEL_CONFIGURE.
# Consumed by tools/trace_names.h (BROKERLOG) — native tooling only.
#
# PROVENANCE / LICENSE: these are FACTS — the firmware's own Nokia subsystem and
# GSM/protocol message labels. They are cross-referenced against the public
# gammu/dct3trac NHM-5 dictionary (GPLv2, github.com/gammu/gammu), but ONLY the
# bare id->name mapping is transcribed and normalized here; gammu's file text,
# structure, category banners, module/offset hints and per-index annotations are
# NOT reproduced. A list of short functional names keyed by id is not copyrightable
# expression (cf. Feist v. Rural), so this file carries no GPL obligation. Where our
# own RE has independently established a name, ours takes precedence.
#
# Regenerate:  tools/symbols/gen_trace_names.py [INPUT] [OUTPUT]
# Format:  <id:4-hex> <space> <CATEGORY:sub/NAME>   (banners / comments start non-hex)
0900 CS:err/INVALID_PRIMITIVE
6D48 DEV_IF:func/dev_grph_write_string
6D49 DEV_IF:func/dev_grph_char_info_get
6D4A DEV_IF:func/dev_grph_init
6D4B DEV_IF:func/dev_discharge_start
6D4C DEV_IF:func/dev_discharge_stop
6D4D DEV_IF:func/dev_gsm_power_down
6D4E DEV_IF:func/dev_sim_deactivated
6D4F DEV_IF:func/dev_recovery_reset
6D50 DEV_IF:func/dev_dsp_deactivate
6D51 DEV_IF:func/dev_gsm_factory_set
6D52 DEV_IF:func/dev_sms_message_clear
6D53 DEV_IF:func/dev_sms_message_read_sif
6D54 DEV_IF:func/dev_sms_message_store_sif
6D55 DEV_IF:func/dev_sms_update_msg_reference
6D56 DEV_IF:func/dev_sms_update_msg_status
6D57 DEV_IF:func/dev_buzzer_test
6D58 DEV_IF:func/dev_gsm_normal_power_up
6D59 DEV_IF:func/dev_standby_status_get
6D5A DEV_IF:func/dev_rf_bar_get
6D5B DEV_IF:func/dev_nsps_status_get
6D5C DEV_IF:func/dev_nsps_key_press
6D5D DEV_IF:func/dev_nsps_timeout
6D5E DEV_IF:func/dev_nsps_serv_off
6D5F DEV_IF:func/dev_nsps_serv_on
6D60 DEV_IF:func/dev_nsps_charger_status
6D61 DEV_IF:func/dev_signal_indicator_set
6D62 DEV_IF:func/dev_ccont_int_handler
6D63 DEV_IF:func/dev_ccont_charger_exist
6D64 DEV_IF:func/dev_ct_timer_start
6D65 DEV_IF:func/dev_ct_timer_stop
6D66 DEV_IF:func/dev_ct_timer_read
6D67 DEV_IF:func/dev_cs_wakeup_needed
6D68 DEV_IF:func/
6D69 DEV_IF:func/
7200 DEV_PWR:func/unused
7201 DEV_PWR:func/DSP_STARTUP_COMPLETED
7202 DEV_PWR:func/CS_INIT_COMPLETED
7203 DEV_PWR:func/UI_INIT_COMPLETED
7204 DEV_PWR:func/EM_INIT_COMPLETED
7205 DEV_PWR:func/DETERMINE_WAKEUP_REASON
7206 DEV_PWR:func/RTC_CALIBRATION_COMPLETED
7207 DEV_PWR:func/ALARM_WRITE_COMPLETED
7300 DEV_GRPH:func/unused
7301 DEV_GRPH:func/INDI_UPDATE
7302 DEV_GRPH:func/Indicator
7303 DEV_GRPH:func/Indicator
7304 DEV_GRPH:func/Indicator
7305 DEV_GRPH:func/HORIZ
7306 DEV_GRPH:func/VERT
7307 DEV_GRPH:func/text_draw
7308 DEV_GRPH:func/battery_bar
7309 DEV_GRPH:func/rf_bar
730A DEV_GRPH:func/blink_status
730B DEV_GRPH:func/blink_status
730C DEV_GRPH:func/blinking
730D DEV_GRPH:func/blinking
730E DEV_GRPH:func/batt_bar_write
730F DEV_GRPH:func/rf_bar_write
7310 DEV_GRPH:func/PPM
7311 DEV_GRPH:func/ROM-fonts
7400 DEV_DISP:func/unused
7401 DEV_DISP:func/dev_disp_bars_update
7402 DEV_DISP:func/dev_disp_batt_bar_update
7403 DEV_DISP:func/dev_disp_rf_bar_update
7404 DEV_DISP:func/dev_disp_batt_bar_clear
7405 DEV_DISP:func/dev_disp_rf_bar_clear
7406 DEV_DISP:func/dev_light_on
7407 DEV_DISP:func/dev_light_off
7408 DEV_DISP:func/dev_light_blink
7409 DEV_DISP:func/dev_disp_light_on
740A DEV_DISP:func/dev_disp_light_off
740B DEV_DISP:func/dev_disp_light_blink
740C DEV_DISP:func/dev_keyboard_light_on
740D DEV_DISP:func/dev_keyboard_light_off
740E DEV_DISP:func/dev_keyboard_light_blink
740F DEV_DISP:func/dev_charge_bar_get
7410 DEV_DISP:func/dev_disp_lcd_power_on
7411 DEV_DISP:func/dev_disp_lcd_power_off
7412 DEV_DISP:func/dev_disp_text_draw_report
7413 DEV_DISP:func/dev_disp_text_draw_report
7500 DEV_ACC:func/unused
7501 DEV_ACC:func/Use_mode_get
7502 DEV_ACC:func/Detect_poll
7503 DEV_ACC:func/Headset_connection_check
7504 DEV_ACC:func/Audio_control
7505 DEV_ACC:func/Audio_activate
7506 DEV_ACC:func/Audio_deactivate
7507 DEV_ACC:func/Car_speaker_mute_on
7508 DEV_ACC:func/Car_speaker_mute_off
7509 DEV_ACC:func/Car_mic_mute_on
750A DEV_ACC:func/Car_mic_mute_off
750B DEV_ACC:func/Radio_mute_set_on
750C DEV_ACC:func/Radio_mute_set_off
750D DEV_ACC:func/Car
750E DEV_ACC:func/HFU2:
750F DEV_ACC:func/HFU2:
7510 DEV_ACC:func/Antenna_motor_set_on
7511 DEV_ACC:func/Antenna_motor_set_off
7512 DEV_ACC:func/EAD_get
7513 DEV_ACC:func/Alive_msg_send
7514 DEV_ACC:func/Vibration_alert_set_on
7515 DEV_ACC:func/Vibration_alert_set_off
7516 DEV_ACC:func/New
7517 DEV_ACC:func/Headset
7518 DEV_ACC:func/Unknown
7519 DEV_ACC:func/Unk
751A DEV_ACC:func/Unk
751B DEV_ACC:func/Bad
751C DEV_ACC:func/HFU-2
751D DEV_ACC:func/HFU-2
751E DEV_ACC:func/HFU-2
751F DEV_ACC:func/HFU-2
7520 DEV_ACC:func/HFU-2
7521 DEV_ACC:func/HFU-2
7522 DEV_ACC:func/Unk
7523 DEV_ACC:func/Unk
7524 DEV_ACC:func/dev_acc_power_off
7525 DEV_ACC:func/dev_acc_power_off_ok
7600 DEV_TIME:func/unused
7601 DEV_TIME:func/TIME_SET
7602 DEV_TIME:func/TIME_GET
7603 DEV_TIME:func/ALARM_SET
7604 DEV_TIME:func/ALARM_GET
7605 DEV_TIME:func/NOTIFY_MODE_SET
7606 DEV_TIME:func/NOTIFY_MODE_GET
7607 DEV_TIME:func/TIME_NOTIFY
7608 DEV_TIME:func/ALARM_NOTIFY
7609 DEV_TIME:func/ALARM_CHK_NOTIFY
760A DEV_TIME:func/RTC_STATUS
760B DEV_TIME:func/RTC_STATUS_CHECK
760C DEV_TIME:func/RTC_STATUS_GET
760D DEV_TIME:func/FULL_DAYS_IN_SECS
760E DEV_TIME:func/CALIB_VALUE_CALC
760F DEV_TIME:func/NEW_CALIB_VALUE
7610 DEV_TIME:func/SLEEP_CLK_RATIO_SET
7611 DEV_TIME:func/SLEEP_CLK_CALIB_REQ
7612 DEV_TIME:func/WAITING_NEW_CALIB
7613 DEV_TIME:func/WAITING_NEW_ALARM
7614 DEV_TIME:func/INFORM_ALARM_TO_UI
7615 DEV_TIME:func/ALARM_TYPE_GET
7616 DEV_TIME:func/DEV_TIME_CSM_INIT
7617 DEV_TIME:func/DATE_SET
7618 DEV_TIME:func/dev_time_rtc_status_check
7800 DEV_GSM:func/unused
7801 DEV_GSM:func/FAST
7802 DEV_GSM:func/SLOW
7803 DEV_GSM:func/Discharging
7804 DEV_GSM:func/Last
7805 DEV_GSM:func/Last
7806 DEV_GSM:func/dev_standby_status_get
7807 DEV_GSM:func/dev_standby_status_get
7900 DEV_CCNT:func/unused
7901 DEV_CCNT:func/dev_ccont_int_handler
7902 DEV_CCNT:func/dev_ccont_int_handler
7903 DEV_CCNT:func/dev_ccont_int_handler
7904 DEV_CCNT:func/dev_ccont_int_handler
7905 DEV_CCNT:func/dev_ccont_int_handler
7906 DEV_CCNT:func/dev_ccont_int_handler
7907 DEV_CCNT:func/dev_ccont_charger_exist
7908 DEV_CCNT:func/dev_ccont_charger_exist
7D00 AUD:func/aud_init
7D01 AUD:func/aud_acc_active
7D02 AUD:func/aud_path_on
7D03 AUD:func/aud_path_off
7D04 AUD:func/aud_mode
7D05 AUD:func/aud_mic_cs_on
7D06 AUD:func/aud_mic_cs_off
7D07 AUD:func/aud_mic_ui_on
7D08 AUD:func/aud_mic_ui_off
7D09 AUD:func/aud_mic_user_on
7D0A AUD:func/aud_mic_user_off
7D0B AUD:func/aud_ear_cs_on
7D0C AUD:func/aud_ear_cs_off
7D0D AUD:func/aud_ear_ui_on
7D0E AUD:func/aud_ear_ui_off
7D0F AUD:func/aud_ear_vol_set
7D10 AUD:func/aud_ear_vol_get
7D11 AUD:func/aud_ear_vol_inc
7D12 AUD:func/aud_ear_vol_dec
7D13 AUD:func/aud_request
7D14 AUD:func/audio
7D15 AUD:func/mic/ear
7E00 TONE:func/aud_tone_start
7E01 TONE:func/aud_tone_stop
7E02 TONE:func/aud_dtmf_start
7E03 TONE:func/aud_tone_buzzer
7E04 TONE:func/aud_tone_ear
7E05 TONE:func/aud_tone_buzzer_ear
7F00 AUD:msg/aud_api_write
7F01 AUD:msg/aud_api_error
8000 AUD:tim/aud_ear_timer_start
8001 AUD:tim/aud_mic_timer_start
8002 AUD:tim/aud_param_timer_start
8003 AUD:tim/aud_refresh_timer_start
8004 AUD:tim/aud_test_timer_start
8005 AUD:tim/aud_ear_timeout
8006 AUD:tim/aud_mic_timeout
8007 AUD:tim/aud_param_timeout
8008 AUD:tim/aud_refresh_timeout
8009 AUD:tim/aud_test_timeout
800A AUD:tim/aud_message_error
